,word,frequency
28006,crump,12.0
28007,rembrandt,16.0
28008,coolest,202.0
28009,bogart,42.0
28010,soldi,138.0
28011,recorders,20.0
28012,yaddy_yow,42.0
28013,suss,13.0
28014,spleens,16.0
28015,stickers,38.0
28016,worry,972.0
28017,these_hoes,3379.0
28018,magic_city,149.0
28019,itd_be,262.0
28020,protg,12.0
28021,gentlemen,368.0
28022,poetic,97.0
28023,poetrys,30.0
28024,sweeper,20.0
28025,investigated,13.0
28026,centuries,77.0
28027,enjoyment,43.0
28028,siegel,22.0
28029,bumpin,1493.0
28030,sweeped,11.0
28031,lots_of,567.0
28032,tymer,44.0
28033,china_white,47.0
28034,nunchucks,29.0
28035,charger,183.0
28036,ripken,11.0
28037,ccs,13.0
28038,grand_slam,31.0
28039,coordinate,31.0
28040,charged,215.0
28041,heaps,18.0
28042,wrecka,14.0
28043,sci_fi,40.0
28044,dancers,147.0
28045,ci,333.0
28046,elway,13.0
28047,wrecks,36.0
28048,sweatpants,25.0
28049,abacus,12.0
28050,caressin,15.0
28051,bizz,39.0
28052,senseless,109.0
28053,smugglers,11.0
28054,improvement,58.0
28055,prezi,12.0
28056,baloney,28.0
28057,ca,280.0
28058,seams,69.0
28059,days_inn,30.0
28060,offence,22.0
28061,early,1207.0
28062,method_man,84.0
28063,amputee,14.0
28064,whatchu,701.0
28065,throwed,466.0
28066,foamposites,16.0
28067,cy,15.0
28068,benefit,171.0
28069,whatcha,490.0
28070,endorsed,17.0
28071,bellamy,25.0
28072,force_ones,6.0
28073,questionnaire,12.0
28074,ten_toes,149.0
28075,pilates,51.0
28076,gomorrah,26.0
28077,willis,34.0
28078,cv,32.0
28079,dealership,106.0
28080,yakn,11.0
28081,who_gives,120.0
28082,willin,777.0
28083,squirt,223.0
28084,hustla,279.0
28085,willie,230.0
28086,hustle,4015.0
28087,business,4232.0
28088,asap,136.0
28089,youve_been,1100.0
28090,chefs,24.0
28091,kodaks,11.0
28092,strained,18.0
28093,tde,36.0
28094,frenemies,15.0
28095,sniffs,15.0
28096,an_addiction,51.0
28097,raul,16.0
28098,ezege,23.0
28099,zoop_zoop,21.0
28100,thas,33.0
28101,comparison,76.0
28102,public_housing,49.0
28103,boldly,21.0
28104,gump,32.0
28105,numbin,15.0
28106,testimony,70.0
28107,assassin,186.0
28108,youd,1438.0
28109,you},17.0
28110,involvement,13.0
28111,bedtime,70.0
28112,elementary,150.0
28113,youu,13.0
28114,yout,43.0
28115,yous,1175.0
28116,your,157824.0
28117,failin,72.0
28118,politickin,28.0
28119,grater,12.0
28120,chinks,15.0
28121,premio,11.0
28122,area,433.0
28123,sprees,60.0
28124,assumed,40.0
28125,caught_slippin,48.0
28126,chinky,43.0
28127,catsll,16.0
28128,cats,2452.0
28129,costa_rica,32.0
28130,respek,33.0
28131,gunners,46.0
28132,clownin,79.0
28133,promiscuous,24.0
28134,toned,44.0
28135,ka_ka,32.0
28136,making_sure,137.0
28137,appliance,12.0
28138,tones,88.0
28139,gibberish,32.0
28140,toney,28.0
28141,scanner,72.0
28142,new_millennium,42.0
28143,bamboozled,13.0
28144,1200,14.0
28145,scanned,13.0
28146,sports_car,44.0
28147,yoo,29.0
28148,innings,22.0
28149,yol,16.0
28150,maserati,332.0
28151,rammin,12.0
28152,ringtone,104.0
28153,cellular_phone,60.0
28154,valid,57.0
28155,rioting,12.0
28156,yow,110.0
28157,you,547645.0
28158,yos,17.0
28159,zoovier,31.0
28160,yop,14.0
28161,nudie,23.0
28162,perils,11.0
28163,boing,28.0
28164,carpenter,31.0
28165,ihr,74.0
28166,massachusetts,30.0
28167,building,292.0
28168,apathy,98.0
28169,stangs,19.0
28170,repay,32.0
28171,dinin,16.0
28172,genghis_khan,29.0
28173,embracing,33.0
28174,boonies,11.0
28175,giorgio,11.0
28176,figli,27.0
28177,messo,12.0
28178,biggie_smalls,132.0
28179,honor_roll,63.0
28180,deadline,27.0
28181,messy,164.0
28182,revoke,16.0
28183,carpet,295.0
28184,habla,13.0
28185,griffin,77.0
28186,icons,24.0
28187,gymnast,46.0
28188,bumble_bee,28.0
28189,errybody,75.0
28190,chakras,43.0
28191,street_smarts,38.0
28192,beoryeo,16.0
28193,cking,8.0
28194,koolin,48.0
28195,bombarded,13.0
28196,tweakin,207.0
28197,selfies,35.0
28198,rogue,91.0
28199,balancing,28.0
28200,laser,174.0
28201,bah_bah,22.0
28202,heaven,3027.0
28203,d_r,130.0
28204,bigger_picture,94.0
28205,fatto,103.0
28206,steakhouse,12.0
28207,d_o,484.0
28208,fallen_angel,35.0
28209,d_c,202.0
28210,stay_humble,66.0
28211,d_d,221.0
28212,fence,533.0
28213,manuva,11.0
28214,wisconsin,14.0
28215,redial,15.0
28216,casual,52.0
28217,tussle,79.0
28218,darkness,638.0
28219,parkinsons,17.0
28220,maybes,66.0
28221,blindside,12.0
28222,red_lipstick,45.0
28223,everybody,11384.0
28224,onnn,14.0
28225,turmoil,29.0
28226,sprewells,27.0
28227,yay_yay,118.0
28228,rigged,24.0
28229,trunk,2540.0
28230,gangbang,442.0
28231,vamanos,23.0
28232,llac,108.0
28233,creepy,44.0
28234,drawers,696.0
28235,amount,484.0
28236,beatle,29.0
28237,hardly_hardly,16.0
28238,trainer,49.0
28239,shuffle,127.0
28240,cosmetic,12.0
28241,swingin,718.0
28242,trained,355.0
28243,globes,16.0
28244,datin,192.0
28245,traffic_jam,40.0
28246,hurtin,861.0
28247,0,333.0
28248,wonder_why,934.0
28249,autographs,93.0
28250,thrown,422.0
28251,blaow,197.0
28252,freda,15.0
28253,ejected,40.0
28254,broad_day,272.0
28255,fredo,146.0
28256,addosso,13.0
28257,swass,13.0
28258,work_ethic,40.0
28259,coalition,29.0
28260,nebraska,18.0
28261,throwd,12.0
28262,evian,17.0
28263,midwestside,15.0
28264,wouldnt_understand,120.0
28265,transcend,26.0
28266,neanderthals,11.0
28267,harleys,16.0
28268,jeanie,17.0
28269,doggy_style,42.0
28270,raza,13.0
28271,drough,19.0
28272,ledger,35.0
28273,stayed,1057.0
28274,incisions,24.0
28275,ja_ja,17.0
28276,circuit,63.0
28277,rude,655.0
28278,hunnies,24.0
28279,tries,164.0
28280,malnourished,17.0
28281,costner,16.0
28282,rudy,55.0
28283,a,507107.0
28284,doritos,26.0
28285,enzymes,13.0
28286,throws,87.0
28287,ego,627.0
28288,comatose,77.0
28289,egg,535.0
28290,defying,41.0
28291,reservoir,39.0
28292,il_collo,23.0
28293,chalked,45.0
28294,bullpen,19.0
28295,committee,107.0
28296,committed,324.0
28297,connais,11.0
28298,oldschool,17.0
28299,cardiovascular,11.0
28300,limelight,181.0
28301,shotty,366.0
28302,relaxin,168.0
28303,whatcha_gonna,75.0
28304,lateral,18.0
28305,pourvu,11.0
28306,actually,750.0
28307,5_0,210.0
28308,5_6,71.0
28309,5_4,79.0
28310,lontano,13.0
28311,peanuts,44.0
28312,shotta,106.0
28313,da_da,1004.0
28314,tocca,18.0
28315,motivated,192.0
28316,payer,12.0
28317,pazzo,63.0
28318,goldstein,11.0
28319,decimal,44.0
28320,payed,153.0
28321,black_tee,61.0
28322,unquote,19.0
28323,toda,54.0
28324,bimpin,25.0
28325,hoin,25.0
28326,todd,91.0
28327,quantum,60.0
28328,columbia,63.0
28329,evens,15.0
28330,beyond,886.0
28331,beyonc,90.0
28332,event,260.0
28333,raymond,47.0
28334,somos,17.0
28335,gunnin,430.0
28336,louuunge,15.0
28337,eardrum,78.0
28338,fountain,206.0
28339,sprinklin,11.0
28340,dalima,12.0
28341,pha,23.0
28342,ringling,14.0
28343,blue_skies,64.0
28344,reverand,14.0
28345,henessey,12.0
28346,matthews,15.0
28347,earliest,17.0
28348,revolutionary,91.0
28349,wondering_why,129.0
28350,rewinds,19.0
28351,terrible,200.0
28352,terribly,22.0
28353,businessmen,12.0
28354,daisy,101.0
28355,heartbeat,227.0
28356,sacrifice,511.0
28357,sickology,12.0
28358,superbowl,138.0
28359,mise,12.0
28360,unexpected,72.0
28361,parkay,25.0
28362,pitter,15.0
28363,mist,181.0
28364,miss,4724.0
28365,inflictin,18.0
28366,broccoli,196.0
28367,pinned,56.0
28368,felines,19.0
28369,rottin,21.0
28370,nigeria,37.0
28371,bumba,18.0
28372,bowed,25.0
28373,bowen,26.0
28374,bowel,16.0
28375,outgrown,11.0
28376,watery,19.0
28377,blindly,18.0
28378,deeper_than,345.0
28379,inventing,15.0
28380,translation,57.0
28381,ste,13.0
28382,grocery,49.0
28383,kianna,14.0
28384,sta,170.0
28385,open_wide,113.0
28386,stl,20.0
28387,dta,16.0
28388,sto,274.0
28389,derriere,23.0
28390,sti,13.0
28391,goldmine,18.0
28392,stu,89.0
28393,utopia,19.0
28394,str,22.0
28395,everythings_alright,38.0
28396,dts,32.0
28397,tick_tock,186.0
28398,dun_da,21.0
28399,sty,13.0
28400,sentenced,71.0
28401,novas,18.0
28402,alongside,22.0
28403,affirmative,22.0
28404,comrades,78.0
28405,concentration,65.0
28406,philly,748.0
28407,lid,121.0
28408,lie,6609.0
28409,2_chainz,148.0
28410,jour,27.0
28411,lib,4.0
28412,lil,8466.0
28413,lim,17.0
28414,lin,44.0
28415,empowered,15.0
28416,scotland,22.0
28417,lik,33.0
28418,lit,1887.0
28419,liu,10.0
28420,liv,64.0
28421,joue,15.0
28422,lip,2659.0
28423,useless,200.0
28424,jumpman,28.0
28425,liz,27.0
28426,quavo,153.0
28427,compare,540.0
28428,promenade,12.0
28429,sponsored,28.0
28430,watt,35.0
28431,alpha,142.0
28432,approved,38.0
28433,archery,12.0
28434,chronicle,17.0
28435,mobile,129.0
28436,performances,11.0
28437,clear,2650.0
28438,fossi,37.0
28439,clean,3590.0
28440,fosse,63.0
28441,hypes,29.0
28442,hyper,124.0
28443,wheneva,11.0
28444,commas,378.0
28445,certo,19.0
28446,celebrities,59.0
28447,cheerin,59.0
28448,certi,31.0
28449,sheik,28.0
28450,stunner,122.0
28451,wounded,67.0
28452,hyped,110.0
28453,parameters,17.0
28454,reoccurring,11.0
28455,juks,13.0
28456,makaveli,197.0
28457,flashing_lights,98.0
28458,circle,1439.0
28459,darwin,19.0
28460,juke,52.0
28461,domies,14.0
28462,bompton,76.0
28463,cuervo,32.0
28464,basement,690.0
28465,26_inches,26.0
28466,barneys,41.0
28467,intensify,11.0
28468,blocker,21.0
28469,frickin,22.0
28470,diggin,713.0
28471,x,1619.0
28472,trash_bag,75.0
28473,blue_collar,56.0
28474,false_move,47.0
28475,redefine,44.0
28476,posturepedic,14.0
28477,bethlehem,13.0
28478,s_il,29.0
28479,angie,70.0
28480,probable,32.0
28481,heartbeats,28.0
28482,chump_change,54.0
28483,checkmate,54.0
28484,probably,5979.0
28485,whuddup,43.0
28486,piffy,18.0
28487,makeup,184.0
28488,chapstick,18.0
28489,manilow,11.0
28490,craters,16.0
28491,unstoppable,141.0
28492,razor_blades,53.0
28493,stale,92.0
28494,both,3292.0
28495,fianco,11.0
28496,mega,200.0
28497,fiance,30.0
28498,sensitive,128.0
28499,phonies,110.0
28500,fesses,11.0
28501,wackin,14.0
28502,bots,11.0
28503,deadman,23.0
28504,steelo,92.0
28505,headed,1290.0
28506,steele,16.0
28507,manners,228.0
28508,whatever,4259.0
28509,grillz,35.0
28510,header,21.0
28511,steels,17.0
28512,mumble,81.0
28513,al_capone,89.0
28514,igor,12.0
28515,chegar,11.0
28516,wu_tang,698.0
28517,strengthen,30.0
28518,buisness,46.0
28519,coarse,13.0
28520,mutiny,11.0
28521,prendono,15.0
28522,phillys,15.0
28523,territory,111.0
28524,walter,82.0
28525,imam,24.0
28526,dialogue,38.0
28527,court_cases,36.0
28528,determination,73.0
28529,imax,22.0
28530,folklore,24.0
28531,fronters,12.0
28532,hbk,13.0
28533,fleek,107.0
28534,fleed,15.0
28535,sizin,15.0
28536,h_town,489.0
28537,while,14130.0
28538,fleet,146.0
28539,animated,48.0
28540,apply_pressure,40.0
28541,vouch_for,96.0
28542,alike,192.0
28543,bou,26.0
28544,gall,50.0
28545,skype,56.0
28546,baseline,53.0
28547,subliminal,164.0
28548,nicki_minaj,111.0
28549,organized_crime,29.0
28550,taunt,32.0
28551,bom,67.0
28552,hallway,384.0
28553,chokin,423.0
28554,bonus,84.0
28555,raccoon,19.0
28556,stashes,23.0
28557,thirty_minutes,53.0
28558,flirty,31.0
28559,comas,21.0
28560,database,15.0
28561,anxious,144.0
28562,poland,25.0
28563,haul,111.0
28564,deso,4.0
28565,savvy,38.0
28566,appalled,35.0
28567,yippy_yaddy,30.0
28568,coup,228.0
28569,cous,26.0
28570,fabri_fibra,70.0
28571,guh_gang,39.0
28572,roasted,36.0
28573,botch,27.0
28574,fiancee,11.0
28575,cemetery,174.0
28576,calor,17.0
28577,barkin,250.0
28578,sedated,52.0
28579,harlem_world,75.0
28580,madest,23.0
28581,motivating,20.0
28582,radiator,23.0
28583,defies,16.0
28584,romney,11.0
28585,rinnegato,15.0
28586,albino,34.0
28587,mhm,51.0
28588,waynes,42.0
28589,amare,13.0
28590,translucent,25.0
28591,defied,13.0
28592,diamond_chains,51.0
28593,dr_phil,28.0
28594,pillar,34.0
28595,criss,55.0
28596,toyota,41.0
28597,manifest,179.0
28598,pelle_pelle,26.0
28599,dreck,15.0
28600,translated,17.0
28601,parade,207.0
28602,hebrews,17.0
28603,soma,11.0
28604,some,46838.0
28605,undress,139.0
28606,urgent,65.0
28607,mmmmm,45.0
28608,clothin,17.0
28609,parasite,30.0
28610,neanche,59.0
28611,boom_boom,485.0
28612,goldman,12.0
28613,isiah,17.0
28614,foley,21.0
28615,boriqua,11.0
28616,reach,2163.0
28617,jazze,52.0
28618,jazzy,129.0
28619,raspberry,23.0
28620,subtract,89.0
28621,gnome,16.0
28622,fosho,41.0
28623,tracing,15.0
28624,ids,26.0
28625,simulation,11.0
28626,hinge,99.0
28627,sake,374.0
28628,blocc,43.0
28629,idi,44.0
28630,ide,21.0
28631,block,12256.0
28632,ida,45.0
28633,lil_wayne,229.0
28634,knock_knock,219.0
28635,allora,49.0
28636,carlton,63.0
28637,parables,18.0
28638,pentagon,47.0
28639,plantin,56.0
28640,smirnoff,34.0
28641,statistics,68.0
28642,innate,11.0
28643,syllabus,14.0
28644,daaah,18.0
28645,douse,27.0
28646,kamikaze,151.0
28647,daaaa,11.0
28648,saint_laurent,65.0
28649,rees,26.0
28650,registered,17.0
28651,frost,137.0
28652,reed,35.0
28653,newer,77.0
28654,reek,40.0
28655,reel,158.0
28656,flickers,15.0
28657,info,198.0
28658,skull,463.0
28659,an_accident,67.0
28660,grinch,66.0
28661,doodoo,24.0
28662,utp,12.0
28663,fdr,13.0
28664,malik,57.0
28665,necesito,11.0
28666,mufuckers,14.0
28667,tippin_slow,37.0
28668,chop_shop,42.0
28669,mercedes_benz,81.0
28670,thier,16.0
28671,comprende,32.0
28672,calmante,12.0
28673,naa,16.0
28674,nag,38.0
28675,insomniac,49.0
28676,nae,98.0
28677,nak,14.0
28678,nah,3569.0
28679,prerogative,19.0
28680,nan,125.0
28681,desert_storm,47.0
28682,nal,33.0
28683,nam,79.0
28684,nas,897.0
28685,nap,380.0
28686,nav,15.0
28687,naw,1012.0
28688,nat,111.0
28689,nay,51.0
28690,pandas,14.0
28691,yow_yippy,24.0
28692,draw,754.0
28693,rester,11.0
28694,calculating,19.0
28695,kansas,126.0
28696,gang_signs,140.0
28697,figurin,42.0
28698,resign,40.0
28699,william,299.0
28700,drag,549.0
28701,rested,28.0
28702,deep_dish,46.0
28703,dram,26.0
28704,structure,104.0
28705,kors,2.0
28706,famiglia,15.0
28707,practically,51.0
28708,youtube,220.0
28709,bleached,16.0
28710,stargate,11.0
28711,teddy_bear,39.0
28712,eu_sei,24.0
28713,farmi,11.0
28714,reverends,30.0
28715,farms,30.0
28716,proposition,36.0
28717,{the,15.0
28718,salaries,15.0
28719,aristocrat,15.0
28720,barbecue,114.0
28721,ammonia,30.0
28722,rhonda,15.0
28723,mosque,39.0
28724,oclock,436.0
28725,jaspora,34.0
28726,ballplayer,12.0
28727,wayside,17.0
28728,maar,16.0
28729,maam,110.0
28730,sammy_davis,30.0
28731,vibrator,21.0
28732,facebook,213.0
28733,lasik,15.0
28734,maab,21.0
28735,homicidal,77.0
28736,88_88,31.0
28737,scrapers,16.0
28738,stiff,291.0
28739,gender,47.0
28740,button,889.0
28741,olan,21.0
28742,hive,42.0
28743,verdict,101.0
28744,shish,14.0
28745,olay,26.0
28746,inspection,16.0
28747,comforts,18.0
28748,carter,402.0
28749,felon,231.0
28750,blitz,91.0
28751,right_thurr,45.0
28752,cartel,140.0
28753,strofa,17.0
28754,sul_serio,62.0
28755,plays,548.0
28756,keyshia_cole,28.0
28757,jayceon,18.0
28758,cell,1120.0
28759,volatile,19.0
28760,playa,2022.0
28761,pristine,21.0
28762,pucci,38.0
28763,nicholas,47.0
28764,remballe,25.0
28765,doubtin,47.0
28766,prescribe,25.0
28767,ramsey,14.0
28768,weirdo,123.0
28769,conceited,212.0
28770,kid_capri,27.0
28771,keith_sweat,42.0
28772,mournin,13.0
28773,heatin,121.0
28774,benevolence,14.0
28775,beitch,19.0
28776,sickenin,121.0
28777,daybreak,14.0
28778,addresses,32.0
28779,danger,571.0
28780,vacheron,11.0
28781,bricksquad,369.0
28782,balla_male,12.0
28783,addressed,19.0
28784,picket_fence,38.0
28785,gimmick,328.0
28786,comers,16.0
28787,metaphor,201.0
28788,snoop,598.0
28789,jamie_foxx,27.0
28790,vehicle,260.0
28791,expressway,12.0
28792,hatian,13.0
28793,falando,11.0
28794,popped,1374.0
28795,winston,34.0
28796,biblical,99.0
28797,lacerate,21.0
28798,testified,16.0
28799,popper,145.0
28800,chapter_five,36.0
28801,clubbin,128.0
28802,whisky,50.0
28803,burstin,25.0
28804,salad,219.0
28805,ride,14054.0
28806,rida,53.0
28807,salam,24.0
28808,salat,15.0
28809,control,2464.0
28810,kenny,153.0
28811,je_vais,39.0
28812,wasteman,25.0
28813,pillow_talkin,115.0
28814,heut,17.0
28815,bel_air,62.0
28816,spartacus,15.0
28817,africans,76.0
28818,fearin,153.0
28819,perspire,11.0
28820,birkin,66.0
28821,hafta,22.0
28822,child_support,163.0
28823,misdirected,11.0
28824,bulletproof_vest,56.0
28825,higher_higher,87.0
28826,han_solo,32.0
28827,ramblin,18.0
28828,sampler,13.0
28829,cutlery,15.0
28830,crazed,85.0
28831,rove,26.0
28832,amico,24.0
28833,mieux,45.0
28834,soggy,16.0
28835,fresno,13.0
28836,bolic,35.0
28837,rebellious,41.0
28838,sperm,119.0
28839,cruise,583.0
28840,converting,12.0
28841,dueces,26.0
28842,hock,23.0
28843,batmobile,23.0
28844,helicopters,111.0
28845,masses,319.0
28846,masser,17.0
28847,brook,87.0
28848,him,22573.0
28849,goofies,15.0
28850,1990,41.0
28851,motivated_motivated,20.0
28852,hot_spitta,36.0
28853,hommes,16.0
28854,twerkin,280.0
28855,freeband_gang,29.0
28856,sweets,118.0
28857,front,5634.0
28858,sweety,12.0
28859,mastery,23.0
28860,gniht,16.0
28861,muff,20.0
28862,magnitude,18.0
28863,krillz,11.0
28864,krills,33.0
28865,seniors,19.0
28866,pushaz,26.0
28867,drizzy,111.0
28868,globe,622.0
28869,youngers,18.0
28870,exceeded,16.0
28871,gallant,12.0
28872,fleetwood,35.0
28873,postman_pat,31.0
28874,may,2510.0
28875,playground,171.0
28876,murph,29.0
28877,quakin,11.0
28878,unda,41.0
28879,gibi,65.0
28880,umbrella,224.0
28881,alleged,16.0
28882,undo,55.0
28883,wined,14.0
28884,attending,25.0
28885,intruder,44.0
28886,someing,75.0
28887,princess,249.0
28888,hubble,16.0
28889,geometry,27.0
28890,florida,345.0
28891,closed_casket,57.0
28892,49ers,13.0
28893,strapping,20.0
28894,mad,7777.0
28895,mag,362.0
28896,evans,18.0
28897,blogger,24.0
28898,drinker,47.0
28899,stump,35.0
28900,quality,192.0
28901,horseman,53.0
28902,playlist,76.0
28903,privacy,91.0
28904,squinting,15.0
28905,foldin,184.0
28906,adopted,53.0
28907,man,54185.0
28908,johnny_dang,46.0
28909,final,406.0
28910,beard,192.0
28911,malibu,103.0
28912,mi_haffi,32.0
28913,exactly,466.0
28914,apologise,20.0
28915,bieber,69.0
28916,troubling,11.0
28917,anchio,19.0
28918,photogenic,33.0
28919,barb,20.0
28920,cravings,12.0
28921,bare,483.0
28922,referral,13.0
28923,neoui,11.0
28924,robocop,38.0
28925,channel_zero,38.0
28926,tabs,85.0
28927,barf,11.0
28928,goldberg,28.0
28929,sundown,35.0
28930,keller,34.0
28931,need,35385.0
28932,neef,29.0
28933,cheerios,33.0
28934,larry_bird,29.0
28935,screw,1383.0
28936,microphone,983.0
28937,pursued,23.0
28938,easter_pink,27.0
28939,able,726.0
28940,purchasing,22.0
28941,einfach,31.0
28942,tactic,39.0
28943,phresh,31.0
28944,livewire,30.0
28945,medals,51.0
28946,goddamned,32.0
28947,aww,412.0
28948,pyt,17.0
28949,kickstand,37.0
28950,connected,427.0
28951,nous,164.0
28952,achilles,39.0
28953,awe,115.0
28954,major_league,40.0
28955,stereo,324.0
28956,scrambler,11.0
28957,undeniable,48.0
28958,eachother,1201.0
28959,upset,393.0
28960,scrambled,43.0
28961,brr_brr,38.0
28962,impression,139.0
28963,emerging,34.0
28964,strollin,55.0
28965,indoor,34.0
28966,lsd,106.0
28967,1_5,69.0
28968,choosin,457.0
28969,1_2,598.0
28970,1_1,44.0
28971,1_0,53.0
28972,molest,38.0
28973,1_8,50.0
28974,creamed,13.0
28975,perla,16.0
28976,earned,329.0
28977,winner,633.0
28978,employer,21.0
28979,earner,19.0
28980,thunderous,15.0
28981,employee,40.0
28982,employed,63.0
28983,dodge,432.0
28984,doubting,64.0
28985,mgk,25.0
28986,michigan,159.0
28987,jammy,33.0
28988,overall,66.0
28989,mgm,56.0
28990,joint,1438.0
28991,jamma,12.0
28992,legitimate,53.0
28993,fallout,13.0
28994,buyer,42.0
28995,sassy,38.0
28996,leases,22.0
28997,borin,486.0
28998,snitchin,738.0
28999,dishing,24.0
29000,motorboat,13.0
29001,benzes,186.0
29002,berserk,70.0
29003,shaka,46.0
29004,contain,122.0
29005,mean_muggin,141.0
29006,recoup,64.0
29007,moors,19.0
29008,emceein,13.0
29009,crack_sales,43.0
29010,blaww,28.0
29011,shake,4399.0
29012,orphan,41.0
29013,fictitious,32.0
29014,ounces_ounces,33.0
29015,kilogram,20.0
29016,computes,12.0
29017,computer,293.0
29018,powder,767.0
29019,equis,12.0
29020,wide_open,241.0
29021,stats,147.0
29022,hot_tub,71.0
29023,shelltoes,66.0
29024,state,3362.0
29025,masking,27.0
29026,stato,54.0
29027,juggle,88.0
29028,clavicle,11.0
29029,imbalance,16.0
29030,importance,20.0
29031,amadou,12.0
29032,group,670.0
29033,frher,17.0
29034,fishin,287.0
29035,tranne_te,73.0
29036,aqui,98.0
29037,beenie,21.0
29038,rsum,11.0
29039,career,929.0
29040,aqua,84.0
29041,scrollin,31.0
29042,spatter,13.0
29043,flocking,35.0
29044,skeme,20.0
29045,spandex,37.0
29046,ca_ca,45.0
29047,cordial,24.0
29048,rocket_launcher,34.0
29049,denise,23.0
29050,stankin,73.0
29051,maximize,11.0
29052,heimlich,30.0
29053,poem,315.0
29054,tread,47.0
29055,treal,20.0
29056,treat,2678.0
29057,eeryday,20.0
29058,poet,275.0
29059,pitchin,328.0
29060,uplifted,12.0
29061,senses,164.0
29062,diversity,15.0
29063,busdriver,11.0
29064,listing,19.0
29065,c,3473.0
29066,hundred_grand,296.0
29067,sour_diesel,93.0
29068,sensed,14.0
29069,sensei,60.0
29070,shameless,67.0
29071,blazes,12.0
29072,harder,1312.0
29073,pandemonium,45.0
29074,chalk,359.0
29075,rubber_grip,47.0
29076,chall,37.0
29077,chale,16.0
29078,stogie,24.0
29079,fondo,15.0
29080,fonda,12.0
29081,blasphemous,35.0
29082,n_gga,487.0
29083,began,238.0
29084,armed_robbery,29.0
29085,eclectic,17.0
29086,bunch_of,1536.0
29087,rain_sleet,60.0
29088,fireman,87.0
29089,effect,345.0
29090,oooh_oooh,94.0
29091,discouraged,26.0
29092,preach_preach,36.0
29093,lanima,16.0
29094,bredren,20.0
29095,surfboard,48.0
29096,gigglin,13.0
29097,obstacles,143.0
29098,attori,13.0
29099,phils,13.0
29100,billion_dollars,48.0
29101,restore,55.0
29102,savannah,43.0
29103,sources,44.0
29104,laurel,11.0
29105,skill,1240.0
29106,lauren,85.0
29107,titty,214.0
29108,logged,25.0
29109,teller,87.0
29110,french_montana,42.0
29111,ample,27.0
29112,devised,22.0
29113,urkel,69.0
29114,utah,27.0
29115,crushed,303.0
29116,5am,17.0
29117,burden,110.0
29118,crushes,15.0
29119,crusher,30.0
29120,pennys,23.0
29121,martin,403.0
29122,mitsubishi,17.0
29123,shed,813.0
29124,shea,12.0
29125,twitter,531.0
29126,francisco,1.0
29127,warmer,63.0
29128,deliverance,23.0
29129,shep,11.0
29130,speedo,12.0
29131,salvarti,12.0
29132,rocs,13.0
29133,heartache,61.0
29134,going_crazy,479.0
29135,gym_class,30.0
29136,zwei,14.0
29137,smiley_face,35.0
29138,kettle,112.0
29139,manifestin,11.0
29140,tadpole,21.0
29141,deaky,6.0
29142,allegory,11.0
29143,intersections,11.0
29144,footprints,63.0
29145,duh,114.0
29146,ps,493.0
29147,crackheads,80.0
29148,tipdrill,140.0
29149,monetary,28.0
29150,phantoms,81.0
29151,pocket_rocket,46.0
29152,de_tout,29.0
29153,schoolyard,17.0
29154,offset,125.0
29155,instinct,159.0
29156,heedhe,21.0
29157,torsos,12.0
29158,both_sides,138.0
29159,dun,407.0
29160,staked,12.0
29161,duo,49.0
29162,cleans,25.0
29163,kirkwood,11.0
29164,choppin,582.0
29165,madame,17.0
29166,christian_louboutin,29.0
29167,rodeo,164.0
29168,toppings,11.0
29169,persuaded,14.0
29170,fugaze,11.0
29171,comme_des,29.0
29172,overlook,63.0
29173,artista,11.0
29174,primal,22.0
29175,interstellar,11.0
29176,due,878.0
29177,sounwave,12.0
29178,raskit,12.0
29179,strategy,84.0
29180,adrenalin,14.0
29181,wollt,14.0
29182,flamboastin,11.0
29183,mufflers,12.0
29184,bun_b,220.0
29185,ey_ey,132.0
29186,sopranos,40.0
29187,medgar,13.0
29188,milione,15.0
29189,drumstick,13.0
29190,dolphins,70.0
29191,recruited,26.0
29192,cricket,29.0
29193,hazardous,77.0
29194,timess,11.0
29195,xerox,12.0
29196,evacuate,39.0
29197,armory,15.0
29198,marge,24.0
29199,technician,34.0
29200,brick,5576.0
29201,celly,172.0
29202,pumper,21.0
29203,cells,207.0
29204,hosting,16.0
29205,signed,1017.0
29206,godson,13.0
29207,cruel,154.0
29208,converted,41.0
29209,woke,237.0
29210,cello,44.0
29211,pumped,163.0
29212,signer,20.0
29213,piece,4055.0
29214,celle,14.0
29215,devise,32.0
29216,reservations,55.0
29217,penny,527.0
29218,mustnt,16.0
29219,simping,11.0
29220,resented,11.0
29221,proly,14.0
29222,saturday_night,103.0
29223,chromosome,17.0
29224,cavalry,29.0
29225,contest,182.0
29226,offensive,67.0
29227,misconceptions,15.0
29228,lebrons,34.0
29229,carlisle,12.0
29230,chemist,99.0
29231,pension,54.0
29232,too_late,928.0
29233,yeezy_yeezy,23.0
29234,james_bond,77.0
29235,animosity,48.0
29236,coat,787.0
29237,sphinx,28.0
29238,hemmed,22.0
29239,hunneds,31.0
29240,imana,26.0
29241,portion,141.0
29242,todays,165.0
29243,andre,193.0
29244,planet_earth,80.0
29245,captain,530.0
29246,minuscule,16.0
29247,presente,12.0
29248,sweetest,145.0
29249,bimbos,29.0
29250,blacking,17.0
29251,presents,99.0
29252,trousers,54.0
29253,updated,21.0
29254,low_low,245.0
29255,stalkers,21.0
