,word,frequency
15456,hardly,547.0
15457,schoolboy,49.0
15458,paul_wall,156.0
15459,robbed,620.0
15460,tommy_gun,55.0
15461,mocking,29.0
15462,concubine,23.0
15463,robber,102.0
15464,shaft,64.0
15465,hughes,35.0
15466,knucklehead,27.0
15467,spiderman,61.0
15468,huxtables,20.0
15469,arnold,74.0
15470,lumped,21.0
15471,10_years,162.0
15472,mi_nuh,52.0
15473,walla,23.0
15474,punches,116.0
15475,crusader,26.0
15476,prophesize,15.0
15477,chopstick,17.0
15478,someone,2114.0
15479,punched,153.0
15480,downers,27.0
15481,helmet,88.0
15482,sippin,3772.0
15483,alphabet,126.0
15484,pirelli,71.0
15485,agitated,22.0
15486,shifty,71.0
15487,males,40.0
15488,booths,33.0
15489,devoir,13.0
15490,applaud,177.0
15491,don_don,49.0
15492,lynch_hung,10.0
15493,entonces,11.0
15494,producers,128.0
15495,arose,29.0
15496,brainwash,26.0
15497,dimple,17.0
15498,modes,13.0
15499,def_squad,73.0
15500,recital,31.0
15501,melodramatic,12.0
15502,termination,11.0
15503,model,1770.0
15504,chris_tucker,40.0
15505,clog,20.0
15506,guided,48.0
15507,clot,33.0
15508,mongoose,18.0
15509,baldwin,20.0
15510,guides,23.0
15511,announcement,47.0
15512,tonys,24.0
15513,barry_sanders,30.0
15514,except,689.0
15515,pallet,14.0
15516,kimberly,11.0
15517,engulfed,23.0
15518,poised,20.0
15519,kingdom,243.0
15520,easily,342.0
15521,blue_jeans,81.0
15522,virginia,160.0
15523,twenty_minutes,39.0
15524,crackas,50.0
15525,growin,1148.0
15526,schedules,14.0
15527,loaner,18.0
15528,glitches,15.0
15529,standstill,25.0
15530,irgendwann,13.0
15531,motion_picture,79.0
15532,an_angel,356.0
15533,an_opinion,47.0
15534,pacific,102.0
15535,settles,31.0
15536,canteen,21.0
15537,perkin,22.0
15538,provided,111.0
15539,prolific,72.0
15540,fliest,35.0
15541,teachings,24.0
15542,shirtless,17.0
15543,legal,380.0
15544,nutty,98.0
15545,provides,40.0
15546,provider,66.0
15547,2xs,15.0
15548,calmed,14.0
15549,riddick,26.0
15550,overstand,83.0
15551,di_gal,69.0
15552,communicate,74.0
15553,nudist,12.0
15554,houston_texas,84.0
15555,la_faccia,44.0
15556,calmer,23.0
15557,terrified,88.0
15558,nanana,27.0
15559,rearranging,18.0
15560,oo,149.0
15561,on,241544.0
15562,om,56.0
15563,boondocks,33.0
15564,ok,1753.0
15565,oj,250.0
15566,oi,72.0
15567,oh,19147.0
15568,og,1513.0
15569,of,146105.0
15570,oe,45.0
15571,od,236.0
15572,oc,42.0
15573,ob,34.0
15574,karan,37.0
15575,swiss_cheese,41.0
15576,carties,20.0
15577,oz,202.0
15578,oy,30.0
15579,ox,153.0
15580,ow,173.0
15581,7_days,69.0
15582,ou,257.0
15583,ot,119.0
15584,os,919.0
15585,showboat,18.0
15586,op,137.0
15587,amber,68.0
15588,red_dot,216.0
15589,ard,13.0
15590,communication,64.0
15591,dependin,169.0
15592,garner,17.0
15593,clams,27.0
15594,crunk,591.0
15595,strictly,462.0
15596,hazards,25.0
15597,racism,87.0
15598,strick,13.0
15599,strict,58.0
15600,batucar,13.0
15601,racist,337.0
15602,mic_check,169.0
15603,condone,94.0
15604,morrison,21.0
15605,750,29.0
15606,illuminated,35.0
15607,te_quiero,27.0
15608,milkin,22.0
15609,beret,17.0
15610,jus,449.0
15611,illuminates,14.0
15612,soprano,59.0
15613,strenuous,21.0
15614,grungy,18.0
15615,jux,71.0
15616,mortals,29.0
15617,seboluwa,19.0
15618,belly_button,35.0
15619,whistlin,75.0
15620,strongly,21.0
15621,taylor,229.0
15622,no_worries,144.0
15623,rve,13.0
15624,mormons,11.0
15625,cbs,17.0
15626,politics,351.0
15627,sechs,14.0
15628,stumbled,68.0
15629,slicker_than,57.0
15630,idiot,110.0
15631,diarrhea,54.0
15632,kangol,78.0
15633,besos,12.0
15634,hellfire,20.0
15635,gunplay,163.0
15636,includes,26.0
15637,flower,791.0
15638,nucleus,20.0
15639,cb4,25.0
15640,included,41.0
15641,spouse,148.0
15642,fuckin,14121.0
15643,carbs,12.0
15644,invest,435.0
15645,odds,555.0
15646,curve,318.0
15647,mini_mes,28.0
15648,unscathed,19.0
15649,curvy,44.0
15650,ratted,39.0
15651,fizzle,27.0
15652,igloo,58.0
15653,seals,84.0
15654,surgical,44.0
15655,chasing_after,62.0
15656,parmesan,21.0
15657,seale,11.0
15658,settlement,30.0
15659,kutcher,16.0
15660,alcatraz,28.0
15661,nine_millimeter,86.0
15662,program,294.0
15663,dreamcast,15.0
15664,gossipin,76.0
15665,presentation,45.0
15666,have_fun,360.0
15667,woman,2585.0
15668,worse,918.0
15669,bubbled,21.0
15670,induce,14.0
15671,cadaver,15.0
15672,simpsons,18.0
15673,bibby,87.0
15674,worst,1209.0
15675,abandoned,165.0
15676,cold_hearted,93.0
15677,regiments,12.0
15678,grandfather,84.0
15679,trench,72.0
15680,an_extra,152.0
15681,undone,67.0
15682,saxophone,22.0
15683,conflicted,40.0
15684,manslaughter,52.0
15685,tek,216.0
15686,tel,85.0
15687,tem,63.0
15688,ten,3387.0
15689,hitta,83.0
15690,tea,322.0
15691,tec,855.0
15692,ted,103.0
15693,tee,310.0
15694,tef,15.0
15695,tex,66.0
15696,rate,368.0
15697,design,677.0
15698,rata,13.0
15699,ter,73.0
15700,chega,12.0
15701,teu,35.0
15702,plex,114.0
15703,hesitation,46.0
15704,deeply,89.0
15705,valete,23.0
15706,gunz,107.0
15707,cheetahs,32.0
15708,bossing,67.0
15709,murphy,60.0
15710,qualcuno,86.0
15711,taste_buds,26.0
15712,tonedeff,24.0
15713,epitome,63.0
15714,misinterpret,14.0
15715,diming,11.0
15716,spankin,21.0
15717,renegades,25.0
15718,semi_automatic,99.0
15719,palabras,11.0
15720,g_string,83.0
15721,commandments,73.0
15722,snug,51.0
15723,2000s,19.0
15724,messiahs,21.0
15725,snub,138.0
15726,interception,18.0
15727,allez,23.0
15728,tryna,14041.0
15729,wretched,47.0
15730,readers,28.0
15731,yahh,11.0
15732,drips,48.0
15733,brothas,105.0
15734,floyd,137.0
15735,benefits,164.0
15736,toxins,40.0
15737,equation,62.0
15738,policemen,15.0
15739,dop,16.0
15740,debated,37.0
15741,was_born,1354.0
15742,excursion,50.0
15743,embarrassing,69.0
15744,romancin,45.0
15745,abandonment,12.0
15746,light_bulb,42.0
15747,coltrane,45.0
15748,niagara,33.0
15749,imitation,42.0
15750,squeezin,322.0
15751,arise,47.0
15752,cultivate,18.0
15753,vogues,241.0
15754,offspring,56.0
15755,gualla,12.0
15756,desperation,30.0
15757,rememberin,89.0
15758,cleansing,14.0
15759,captain_save,46.0
15760,buenos,13.0
15761,extinguished,11.0
15762,motels,15.0
15763,8th_grade,44.0
15764,gimme_whatcha,37.0
15765,metti,27.0
15766,emulate,23.0
15767,cancun,74.0
15768,fungus,26.0
15769,panoramic,82.0
15770,disable,21.0
15771,numb,756.0
15772,capitalize,30.0
15773,pilin,175.0
15774,dissolving,15.0
15775,essere,79.0
15776,festa,40.0
15777,footer,14.0
15778,bizness,48.0
15779,geto,12.0
15780,plateau,37.0
15781,ricochet,80.0
15782,footed,34.0
15783,rentals,44.0
15784,tallahassee,19.0
15785,handlebars,23.0
15786,september,97.0
15787,wayans,45.0
15788,evers,14.0
15789,mission,1845.0
15790,proverbial,11.0
15791,logan,39.0
15792,islam,104.0
15793,glide,189.0
15794,billers,13.0
15795,cutie_pie,39.0
15796,{for,13.0
15797,argentina,32.0
15798,might,13418.0
15799,wingspan,17.0
15800,partyin,193.0
15801,predator,131.0
15802,speechless,52.0
15803,lighter_fluid,26.0
15804,whoa_whoa,423.0
15805,belittle,24.0
15806,cunningham,18.0
15807,bigger,1683.0
15808,gamos,11.0
15809,nephews,65.0
15810,golden_state,80.0
15811,dialin,14.0
15812,meechy,21.0
15813,fee_fi,30.0
15814,nab,12.0
15815,formulate,35.0
15816,stiller,14.0
15817,turnt,743.0
15818,braided,51.0
15819,fallen_soldiers,41.0
15820,coached,13.0
15821,health,525.0
15822,paradise,444.0
15823,caucasian,88.0
15824,benjamin,161.0
15825,hailing,22.0
15826,plexing,18.0
15827,boolin,42.0
15828,exodus,56.0
15829,blaring,16.0
15830,z_ro,56.0
15831,randall,19.0
15832,teach,1587.0
15833,generate,43.0
15834,fiat,11.0
15835,deep_inside,263.0
15836,acura,76.0
15837,sylvester,32.0
15838,bambaataa,30.0
15839,an_elephant,88.0
15840,ugh_ugh,21.0
15841,deja,19.0
15842,divorce,171.0
15843,5th,271.0
15844,unhealthy,19.0
15845,linking,32.0
15846,blank,269.0
15847,bland,37.0
15848,blang,39.0
15849,blanc,20.0
15850,moan,203.0
15851,temperature,244.0
15852,drive_thru,52.0
15853,months_ago,33.0
15854,steamin,116.0
15855,chime,40.0
15856,rails,32.0
15857,collar,589.0
15858,swarm,136.0
15859,t_shirt,476.0
15860,moat,23.0
15861,jeffrey_dahmer,35.0
15862,daydreamin,26.0
15863,antsy,20.0
15864,heidi_heidi,14.0
15865,onstar,17.0
15866,schon,40.0
15867,uncut,178.0
15868,undertaker,40.0
15869,eviction_notice,27.0
15870,vial,39.0
15871,instruction,109.0
15872,{oh,15.0
15873,{on,25.0
15874,executioner,23.0
15875,uniforms,26.0
15876,outstanding,66.0
15877,6_months,40.0
15878,krylon,20.0
15879,video_games,62.0
15880,quasars,14.0
15881,efx,22.0
15882,judah,38.0
15883,maison,37.0
15884,chairman,27.0
15885,populous,11.0
15886,judas,110.0
15887,eff,50.0
15888,lanta,11.0
15889,added,131.0
15890,takin_shots,75.0
15891,warnings,21.0
15892,reckon,67.0
15893,pillage,55.0
15894,measures,68.0
15895,nai,42.0
15896,reunited,40.0
15897,measured,50.0
15898,n1ggas,18.0
15899,dissolves,11.0
15900,gushy,66.0
15901,flava,84.0
15902,dissolved,15.0
15903,amphibian,15.0
15904,institutions,18.0
15905,gushi,16.0
15906,stoner,168.0
15907,beefin,494.0
15908,asphalt,85.0
15909,stoney,17.0
15910,stoned,320.0
15911,cameo,52.0
15912,melody,257.0
15913,aggravate,13.0
15914,deserts,25.0
15915,billys,16.0
15916,bragging_rights,29.0
15917,heavily,155.0
15918,penalty,123.0
15919,abiding,15.0
15920,rush_rush,23.0
15921,tommorow,21.0
15922,bambino,31.0
15923,franklins,115.0
15924,bambini,11.0
15925,avarice,11.0
15926,procrastination,19.0
15927,beards,23.0
15928,done_changed,225.0
15929,nickelodeon,28.0
15930,activity,45.0
15931,vincent,42.0
15932,sanaa,14.0
15933,mofucking,16.0
15934,swavey,85.0
15935,signify,19.0
15936,carpool,29.0
15937,que_je,56.0
15938,injecting,23.0
15939,tiffanys,49.0
15940,crunching,14.0
15941,nailed,72.0
15942,slapped,335.0
15943,creme,57.0
15944,slapper,25.0
15945,corruption,72.0
15946,watchin,4411.0
15947,korea,47.0
15948,recently,95.0
15949,smite,12.0
15950,succeed,191.0
15951,stereos,25.0
15952,condo,495.0
15953,lyrical,1015.0
15954,bronze,69.0
15955,license,340.0
15956,breakin,2077.0
15957,berkley,19.0
15958,flies,209.0
15959,flier,27.0
15960,no_matter,2154.0
15961,flieg,11.0
15962,gotdamn,31.0
15963,slots,20.0
15964,swi,12.0
15965,dui,37.0
15966,complication,22.0
15967,dum,123.0
15968,pt,87.0
15969,pu,152.0
15970,murkin,96.0
15971,dub,1263.0
15972,duc,11.0
15973,dud,17.0
15974,buzzard,13.0
15975,dug,271.0
15976,pc,77.0
15977,duz,16.0
15978,pa,618.0
15979,pf,15.0
15980,pg,65.0
15981,pd,29.0
15982,pe,67.0
15983,pj,65.0
15984,baller_alert,27.0
15985,ph,49.0
15986,pi,452.0
15987,po,604.0
15988,pl,18.0
15989,attractive,113.0
15990,dropout,58.0
15991,temperament,15.0
15992,incoming,14.0
15993,floatin,804.0
15994,thered,49.0
15995,flamer,22.0
15996,ahah,18.0
15997,batch,162.0
15998,theres,9350.0
15999,ignorin,50.0
16000,leans,33.0
16001,unafraid,12.0
16002,mobsta,29.0
16003,ghostface_killah,42.0
16004,chauffeur,195.0
16005,healin,178.0
16006,aged,48.0
16007,flamed,36.0
16008,cuban_linx,28.0
16009,liston,19.0
16010,punking,12.0
16011,cuban_link,186.0
16012,skkrt,23.0
16013,sliver,19.0
16014,cartridge,107.0
16015,murderin,261.0
16016,robust,13.0
16017,knack,68.0
16018,x_men,71.0
16019,lower,346.0
16020,persuasive,17.0
16021,bounces,20.0
16022,fast_pace,39.0
16023,hago,14.0
16024,dark_skin,87.0
16025,ferarri,16.0
16026,bounced,122.0
16027,grievance,20.0
16028,abilities,29.0
16029,precedence,17.0
16030,pigeons,173.0
16031,competitive,38.0
16032,margarine,16.0
16033,bulletsll,17.0
16034,gems,126.0
16035,acapella,51.0
16036,ciel,22.0
16037,exclusively,12.0
16038,arriba,20.0
16039,exhibition,14.0
16040,lil_b,1032.0
16041,lovin,3020.0
16042,grown_men,116.0
16043,waking_up,355.0
16044,flabbergasted,17.0
16045,hahhh,12.0
16046,arthur,74.0
16047,nipple,190.0
16048,du_dumb,27.0
16049,walkie_talkies,26.0
16050,our_hearts,89.0
16051,ulcers,11.0
16052,something_special,91.0
16053,understood,494.0
16054,uppercut,91.0
16055,gradually,68.0
16056,t_l,125.0
16057,medo,12.0
16058,meds,94.0
16059,t_y,70.0
16060,have_nots,49.0
16061,tends,36.0
16062,peephole,97.0
16063,ojos,16.0
16064,fragments,55.0
16065,bondye,11.0
16066,t_v,222.0
16067,t_t,152.0
16068,food_stamps,106.0
16069,jumps,77.0
16070,juju,24.0
16071,othello,17.0
16072,crusin,30.0
16073,edo,45.0
16074,corpse,339.0
16075,ordeal,13.0
16076,{shit},22.0
16077,stricken,46.0
16078,seat_belt,61.0
16079,bleeds,99.0
16080,clubhouse,11.0
16081,jannetty,15.0
16082,climbin,443.0
16083,holster,162.0
16084,vagabond,24.0
16085,canal,58.0
16086,sonny,125.0
16087,introverted,14.0
16088,jameson,37.0
16089,stylin,297.0
16090,fast,5166.0
16091,fash,14.0
16092,papis,13.0
16093,beyonces,21.0
16094,shotting,13.0
16095,sonne,11.0
16096,fase,15.0
16097,melodic,64.0
16098,mundane,19.0
16099,ocho_cinco,35.0
16100,applebum,13.0
16101,deployed,19.0
16102,drinkers,20.0
16103,demeanor,127.0
16104,fries,186.0
16105,rawest_rapper,55.0
16106,bein_honest,30.0
16107,associated,18.0
16108,scrapin,159.0
16109,warning,383.0
16110,sax,56.0
16111,lemon,362.0
16112,scrutinized,12.0
16113,employment,32.0
16114,amerikkka,17.0
16115,/copyright,12.0
16116,cramped,22.0
16117,income,152.0
16118,grn,12.0
16119,gro,16.0
16120,gri,18.0
16121,leandoer,23.0
16122,kt,14.0
16123,sexin,223.0
16124,chirp,116.0
16125,macintosh,13.0
16126,four_door,189.0
16127,pottery,25.0
16128,suffers,28.0
16129,deez_hoes,45.0
16130,nast,19.0
16131,belve,16.0
16132,pyro,42.0
16133,waxing,19.0
16134,nasa,170.0
16135,nash,30.0
16136,pervert,40.0
16137,arsch,15.0
16138,very_very,87.0
16139,issued,17.0
16140,jims,13.0
16141,steve,311.0
16142,jimi,21.0
16143,timberland,166.0
16144,hitting_licks,61.0
16145,bootch,14.0
16146,pendergrass,24.0
16147,disposal,24.0
16148,shanghai,31.0
16149,stable,222.0
16150,toot_toot,26.0
16151,waiters,44.0
16152,gino,22.0
16153,talons,31.0
16154,gina,85.0
16155,ging,11.0
16156,eeee,12.0
16157,bryant,16.0
16158,fini,19.0
16159,juvie,47.0
16160,incoherent,14.0
16161,mean_mugging,47.0
16162,congrats,24.0
16163,everybody_knows,269.0
16164,4_tay,32.0
16165,politicking,54.0
16166,finn,11.0
16167,sensation,115.0
16168,cau,69.0
16169,kokane,20.0
16170,growers,12.0
16171,tre_parole,96.0
16172,krit,84.0
16173,decker,30.0
16174,checkers,105.0
16175,kris,123.0
16176,any_means,302.0
16177,hiero,13.0
16178,labyrinth,36.0
16179,cozy,64.0
16180,wassup_wassup,117.0
16181,dodie,11.0
16182,desired,30.0
16183,separation,73.0
16184,slater,32.0
16185,san_diego,60.0
16186,requestin,11.0
16187,green_light,230.0
16188,orangutan,26.0
16189,reds,56.0
16190,kingshighway,16.0
16191,asinine,19.0
16192,michael_vick,46.0
16193,respirator,31.0
16194,redd,53.0
16195,redo,25.0
16196,droopy,12.0
16197,use,4549.0
16198,fee,520.0
16199,usa,144.0
16200,gere,13.0
16201,uso,27.0
16202,doodle,25.0
16203,geri,33.0
16204,blendin,14.0
16205,few,3519.0
16206,scariest,12.0
16207,fes,13.0
16208,sort,82.0
16209,parliament,44.0
16210,journalists,28.0
16211,sors,20.0
16212,musician,63.0
16213,heir,73.0
16214,infection,55.0
16215,hein,11.0
16216,sore,318.0
16217,40_acres,43.0
16218,sangue,35.0
16219,topic,368.0
16220,halitosis,16.0
16221,misfits,63.0
16222,lumber,55.0
16223,retawdid,31.0
16224,somethins,22.0
16225,distractions,50.0
16226,expandin,20.0
16227,kosh,14.0
16228,spying,22.0
16229,long_beach,274.0
16230,somethin},11.0
16231,villain,630.0
16232,carrot,169.0
16233,something,198.0
16234,dekalb,28.0
16235,schnelles,12.0
16236,locking,96.0
16237,united,124.0
16238,memorize,53.0
16239,permission,176.0
16240,cheif,11.0
16241,prognosis,22.0
16242,dismissing,13.0
16243,camoflauge,16.0
16244,tension,171.0
16245,puppets,53.0
16246,counterfeits,11.0
16247,cupboard,40.0
16248,minute_maid,27.0
16249,think_twice,235.0
16250,unforgivable,17.0
16251,hazard,62.0
16252,halfs,30.0
16253,mota,43.0
16254,hahahaha,156.0
16255,barricaded,11.0
16256,dressing_room,34.0
16257,martins,32.0
16258,chapman,11.0
16259,o_crculo,28.0
16260,disturbin,122.0
16261,disturbia,18.0
16262,disrespecting,94.0
16263,martini,76.0
16264,g_unit,386.0
16265,saturated,17.0
16266,flunked,17.0
16267,looka,35.0
16268,tyrant,65.0
16269,freezes,18.0
16270,boosts,12.0
16271,looky,20.0
16272,linguistics,28.0
16273,nostalgia,25.0
16274,nostalgic,18.0
16275,tyler,136.0
16276,turban,66.0
16277,orange,436.0
16278,chron,36.0
16279,defining,21.0
16280,mafuckas,27.0
16281,makings,17.0
16282,versace,687.0
16283,untouchable,153.0
16284,ferguson,24.0
16285,fingerprint,104.0
16286,satellites,59.0
16287,impaired,35.0
16288,stay_tuned,59.0
16289,investor,16.0
16290,jiggy_jump,32.0
16291,sternum,25.0
16292,profound,88.0
16293,nfl,59.0
16294,unpredictable,59.0
16295,termanology,38.0
16296,deteriorate,11.0
16297,erratic,39.0
16298,bogey,11.0
16299,tabloid,13.0
16300,chyna,48.0
16301,disarray,20.0
16302,vcr,31.0
16303,beastcoast,21.0
16304,knawmean,14.0
16305,molly,1536.0
16306,owin,49.0
16307,usual,177.0
16308,comrade,28.0
16309,overtake,12.0
16310,manicured,28.0
16311,hunna,67.0
16312,mel_gibson,32.0
16313,deservin,12.0
16314,oooooooooo,14.0
16315,dickin,87.0
16316,bouquet,48.0
16317,dickie,47.0
16318,propers,14.0
16319,steamy,21.0
16320,effervescent,12.0
16321,1_800,44.0
16322,biggest_fan,68.0
16323,riga,12.0
16324,20_grand,63.0
16325,inmate,79.0
16326,cocaina_cocaina,32.0
16327,ticklish,21.0
16328,agility,22.0
16329,regarde,15.0
16330,swagger_swagger,18.0
16331,academy,45.0
16332,shallow,183.0
16333,slides,57.0
16334,slider,11.0
16335,regards,39.0
16336,hot_sauce,103.0
16337,deadset,12.0
16338,vas,38.0
16339,goblin,67.0
16340,agallah,16.0
16341,expensive_taste,31.0
16342,hearings,11.0
16343,kickback,25.0
16344,infectious,36.0
16345,patients,85.0
16346,arouse,18.0
16347,emmett,25.0
16348,cohen,21.0
16349,mogul,62.0
16350,sincerity,17.0
16351,rick_ross,177.0
16352,ricordi,19.0
16353,gets_worse,62.0
16354,roun,28.0
16355,lord_infamous,100.0
16356,baise,29.0
16357,seront,12.0
16358,asshole,415.0
16359,trivia,12.0
16360,=,21.0
16361,vegetation,14.0
16362,combat,159.0
16363,harmful,12.0
16364,fight_fair,53.0
16365,realtor,17.0
16366,discourage,13.0
16367,yerde,18.0
16368,refreshing,22.0
16369,looker,13.0
16370,saddest,39.0
16371,looked,1111.0
16372,whooptie,12.0
16373,ma_non,144.0
16374,seismoluminescence,17.0
16375,niquer,23.0
16376,burners,256.0
16377,million_records,72.0
16378,froid,13.0
16379,brutalized,16.0
16380,democrats,22.0
16381,dorothy,33.0
16382,filmed,17.0
16383,dos_tres,12.0
16384,demnios,12.0
16385,tribulation,29.0
16386,stans,18.0
16387,contortionist,11.0
16388,spun,112.0
16389,prosecute,13.0
16390,spud,16.0
16391,explodin,76.0
16392,mnage,105.0
16393,spur,75.0
16394,qp,26.0
16395,qs,87.0
16396,qu,56.0
16397,spaceghostpurrp,33.0
16398,ended,453.0
16399,peepin,308.0
16400,qc,58.0
16401,qb,70.0
16402,futuristic,134.0
16403,unison,20.0
16404,thou_shall,81.0
16405,ogre,12.0
16406,kringle,12.0
16407,nightgown,12.0
16408,apple_juice,45.0
16409,thou_shalt,34.0
16410,righteously,17.0
16411,soarin,94.0
16412,still,32870.0
16413,squintin,12.0
16414,arguably,16.0
16415,junky,36.0
16416,viper,77.0
16417,torpedo,29.0
16418,glaub,23.0
16419,embarrassment,25.0
16420,hypothesis,20.0
16421,hobo,28.0
16422,commands,22.0
16423,aircraft,21.0
16424,personaggio,12.0
16425,runneth,6.0
16426,bronx,366.0
16427,boilin,109.0
16428,commando,50.0
16429,zeke,13.0
16430,hehehe,44.0
16431,makin,8655.0
16432,ploys,11.0
16433,yearnin,20.0
16434,packaging,22.0
16435,shaman,16.0
16436,guantanamo,16.0
16437,respect,4579.0
16438,amigo,96.0
16439,cavities,21.0
16440,hunters,61.0
16441,storyteller,11.0
16442,tutor,74.0
16443,literal,67.0
16444,unspoken,11.0
16445,caprices,22.0
16446,mutombo,25.0
16447,jaden,18.0
16448,glock,3135.0
16449,skinhead,11.0
16450,proudest,14.0
16451,skepta,22.0
16452,jaded,123.0
16453,hmm,317.0
16454,ister,13.0
16455,painter,43.0
16456,eyelashes,17.0
16457,corset,14.0
16458,align,95.0
16459,persevered,13.0
16460,headlock,40.0
16461,layer,97.0
16462,too_far,475.0
16463,buzzards,16.0
16464,avr,12.0
16465,layed,137.0
16466,dual,54.0
16467,snuck,128.0
16468,ave,621.0
16469,ges,12.0
16470,lecrae,31.0
16471,radiation,36.0
16472,cross,2874.0
16473,member,473.0
16474,wantin,730.0
16475,tinie,23.0
16476,grandeur,19.0
16477,residing,20.0
16478,jemima,22.0
16479,definately,14.0
16480,diplomat,25.0
16481,beast,1695.0
16482,creep_silent,43.0
16483,tithes,50.0
16484,perpetrate,28.0
16485,scissor,32.0
16486,bandanna,106.0
16487,bending,119.0
16488,cried,509.0
16489,replenish,30.0
16490,cries,243.0
16491,backroom,16.0
16492,nicky,85.0
16493,panther,71.0
16494,rapin,56.0
16495,nicki,287.0
16496,favre,24.0
16497,hazin,16.0
16498,captivating,15.0
16499,myth,120.0
16500,toured,57.0
16501,interrogation,28.0
16502,darkside,73.0
16503,presume,13.0
16504,smashin,178.0
16505,loser,317.0
16506,loses,44.0
16507,rituals,30.0
16508,eight_months,33.0
16509,virginity,52.0
16510,alley_cat,29.0
16511,mattresses,29.0
16512,navy_seal,37.0
16513,growth,143.0
16514,bezzy,16.0
16515,kaboom,23.0
16516,zeta,12.0
16517,cutters,43.0
16518,miney,35.0
16519,miner,22.0
16520,philosopher,32.0
16521,record_spin,41.0
16522,bosses,432.0
16523,pollice,22.0
16524,trout,37.0
16525,silverback,48.0
16526,cunnilingus,11.0
16527,fellatio,41.0
16528,obey,133.0
16529,starvin,657.0
16530,oben,21.0
16531,blocka_blocka,112.0
16532,hunnid_stax,33.0
16533,gold_digger,89.0
16534,settle_down,179.0
16535,extension,112.0
16536,saddle,144.0
16537,hookup,15.0
16538,daran,12.0
16539,perks,71.0
16540,hawkin,44.0
16541,perky,70.0
16542,urges,25.0
16543,emperor,58.0
16544,owl,125.0
16545,own,8930.0
16546,chama,13.0
16547,owe,1357.0
16548,owa,12.0
