,0,1,2
8346,minister,sinister,0
8347,minister,ministers,1
8348,minister,finisher,0
8349,minister,administer,0
3540,ministers,minister,1
7317,mink,minks,1
7318,mink,pink,0
2723,minks,links,0
2724,minks,mink,1
1693,minutes_later,months_later,0
7330,miny,miney,0
7801,mirror,mirrors,1
8199,mismo,misso,0
1177,miss,kiss,0
1178,miss,diss,0
3365,missed,kissed,0
3366,missed,dissed,0
3369,misses,kisses,0
3370,misses,missus,0
4725,missin,missing,1
4726,missin,dissin,0
4727,missin,kissin,0
1227,missing,missin,1
1228,missing,wishing,0
5576,mission,missions,1
8506,missle,missles,1
3254,missles,missle,1
362,misso,mismo,0
9949,mist,midst,0
9648,mistake,mistakes,1
7193,mistakes,mistake,1
1244,mistakin,mistaking,1
2739,misunderstood,understood,0
1179,mittens,kittens,0
2373,mixin,mixing,1
6315,mixing,mixin,1
9091,mixtape,mixtapes,1
9092,mixtape,mix_tape,1
9496,mixtapes,mixtape,1
7844,mm_mm,mmm_mmm,0
7845,mm_mm,mmmm,1
11489,mmm,hmmm,0
11490,mmm,mmmm,0
2404,mmm_mmm,mm_mm,0
6208,mmmm,hmmmm,0
6209,mmmm,mm_mm,1
10029,mmmmm,mmmm,0
5782,mnage,menage,0
9933,moaning,moanin,1
10545,mob,mobb,0
9588,mobbin,mobbing,1
9589,mobbin,robbin,0
7378,mobbing,mobbin,1
9106,mobster,lobsters,0
438,mobsters,lobsters,0
4246,mode,code,0
5489,model,models,1
5982,models,model,1
11756,moet,mot,0
4277,mohammed,muhammad,0
4278,mohammed,muhammed,0
6062,molecule,molecules,1
3615,molecules,molecular,0
3616,molecules,molecule,1
1869,moley,holey,0
5763,molly,mollys,1
2588,mollys,molly,1
5368,molta,volta,0
10544,mom,moms,1
11325,moma,mama,0
11326,moma,momma,0
11327,moma,mom,0
4882,moment,moments,1
8560,momma,mamma,0
8561,momma,mommy,0
8562,momma,mommas,1
8563,momma,moma,0
6343,mommas,momma,1
8557,mommy,momma,0
11322,moms,mom,1
7599,money,moneys,1
3023,moneys,money,1
6813,monk,monks,1
10648,monks,monk,1
4617,monster,mobster,0
6814,mont,vont,0
2302,montana,santana,0
1137,month,months,1
6663,months,month,1
3195,months_later,minutes_later,0
2984,morality,immortality,0
3305,moreland,portland,0
2322,morgens,sorgen,0
10580,mornin,morning,1
1795,morning,mornin,1
5510,mortals,portals,0
7688,morte,morto,0
97,mosh_pit,moshpit,1
10543,mot,moet,0
8081,motel,hotel,0
7243,mothafuck,motherfuck,0
4300,mothafucka,muthafucka,0
4301,mothafucka,motherfucka,0
4302,mothafucka,mothafucker,0
4303,mothafucka,mothafuckin,0
4304,mothafucka,muthafuckin,0
4305,mothafucka,mutha_fucka,0
4306,mothafucka,muthafucker,0
6636,mothafuckas,muthafuckas,0
6637,mothafuckas,mothafuckers,0
6638,mothafuckas,motherfuckas,0
6639,mothafuckas,muhfuckas,0
1099,mothafucker,muthafucka,0
1100,mothafucker,mothafucka,0
1101,mothafucker,muhfucker,0
1102,mothafucker,mothafucking,0
1103,mothafucker,mothafuckin,0
10624,mothafuckers,muthafuckas,0
10625,mothafuckers,mothafuckas,0
10626,mothafuckers,mother_fuckers,0
10627,mothafuckers,motherfuckers,0
10628,mothafuckers,muhfuckers,0
10629,mothafuckers,mutherfuckers,0
7046,mothafuckin,motherfuckin,0
7047,mothafuckin,muthafuckin,0
7048,mothafuckin,muthafucking,0
7049,mothafuckin,mothafucka,0
7050,mothafuckin,mothafucking,1
7051,mothafuckin,muhfuckin,0
7052,mothafuckin,muthafucka,0
7053,mothafuckin,mothafucker,0
7054,mothafuckin,motherfucking,0
4789,mothafucking,muthafucking,0
4790,mothafucking,mothafucker,0
4791,mothafucking,mothafuckin,1
4792,mothafucking,muthafuckin,0
8177,mother,brother,0
8178,mother,mothers,1
2941,mother_fucker,motherfucker,1
2942,mother_fucker,mothafucker,0
2943,mother_fucker,motherfucka,0
6536,mother_fuckers,motherfuckers,1
6537,mother_fuckers,mothafuckers,0
6538,mother_fuckers,motherfuckas,0
6539,mother_fuckers,mutherfuckers,0
11316,mother_fucking,motherfucking,1
11317,mother_fucking,muthafucking,0
11318,mother_fucking,mothafucking,0
11319,mother_fucking,mutherfucking,0
11320,mother_fucking,mothafuckin,0
4771,motherf,mathers,0
2795,motherfuck,mothafuck,0
2796,motherfuck,motherfucking,0
1464,motherfucka,mothafucka,0
1465,motherfucka,muthafucka,0
1466,motherfucka,motherfucker,0
1467,motherfucka,mutha_fucka,0
1468,motherfucka,motherfuckin,0
1469,motherfucka,mother_fucker,0
2080,motherfuckas,muthafuckas,0
2081,motherfuckas,mother_fuckers,0
2082,motherfuckas,mothafuckas,0
2083,motherfuckas,motherfuckers,0
2084,motherfuckas,mutherfuckers,0
7716,motherfucker,motherfucka,0
7717,motherfucker,mother_fucker,1
7718,motherfucker,motherfucking,0
7719,motherfucker,mothafucker,0
7720,motherfucker,motherfuckin,0
7721,motherfucker,motherfuckers,1
2928,motherfuckers,mother_fuckers,1
2929,motherfuckers,mothafuckers,0
2930,motherfuckers,motherfuckas,0
3350,motherfuckin,muthafuckin,0
3351,motherfuckin,mothafuckin,0
3352,motherfuckin,motherfucking,1
3353,motherfuckin,mothafucking,0
3354,motherfuckin,motherfucker,0
3355,motherfuckin,motherfucka,0
8251,motherfucking,mother_fucking,1
8252,motherfucking,motherfuckin,1
8253,motherfucking,motherfucker,0
8254,motherfucking,mothafuckin,0
8255,motherfucking,muthafucking,0
8256,motherfucking,mothafucking,0
8257,motherfucking,motherfuck,0
4768,mothers,fathers,0
4769,mothers,brothers,0
4770,mothers,mother,1
11343,motion,potion,0
11344,motion,lotion,0
11345,motion,emotion,0
11346,motion,notion,0
11310,motions,emotions,0
11311,motions,potions,0
3452,moto,foto,0
8351,mound,mount,0
8352,mound,hound,0
10677,mountain,mountains,1
10678,mountain,fountain,0
5684,mountains,mountain,1
5685,mountains,fountain,0
5686,mountains,fountains,0
11665,mouses,spouses,0
11666,mouses,blouses,0
87,mouth,mouths,1
6356,move,moves,1
10597,movement,movements,1
4022,moves,move,1
4023,moves,movies,0
9242,movie,movies,1
8946,movies,movie,1
9241,movin,moving,1
11598,moving,movin,1
10261,mp3s,mps,0
817,mps,mp3s,0
1050,mre,mres,1
10329,mres,mre,1
3122,muah,mwah,0
2347,mufuckas,mafuckas,0
2348,mufuckas,muhfuckas,0
9745,mufuckin,muhfuckin,0
2252,mug,mugs,1
11436,mugged,slugged,0
5295,muggin,buggin,0
5296,muggin,huggin,0
5297,muggin,thuggin,0
5778,mugs,mug,1
6394,muhammad,muhammed,0
6395,muhammad,mohammed,0
4421,muhammed,muhammad,0
5332,muhfucka,muthafucka,0
1071,muhfuckas,muthafuckas,0
1072,muhfuckas,muhfuckers,0
1073,muhfuckas,mothafuckas,0
1074,muhfuckas,mufuckas,0
1075,muhfuckas,mafuckas,0
7300,muhfucker,mothafucker,0
7301,muhfucker,muthafucker,0
7302,muhfucker,muhfucka,0
1975,muhfuckers,mothafuckers,0
1976,muhfuckers,muhfuckas,0
1977,muhfuckers,mutherfuckers,0
1470,muhfuckin,muthafucking,0
1471,muhfuckin,muthafuckin,0
1472,muhfuckin,mothafuckin,0
1473,muhfuckin,mutha_fuckin,0
1474,muhfuckin,muhfucka,0
9998,mumble,rumbles,0
9999,mumble,mumblin,0
422,mumblin,mumbling,1
423,mumblin,rumblin,0
424,mumblin,mumble,0
4160,mumbling,mumblin,1
9290,mummy,tummy,0
63,murcielago,murcilago,0
7940,murcilago,murcielago,0
3662,murd,muro,0
8106,murder,murdered,0
8107,murder,murderin,0
8108,murder,murderer,0
8109,murder,murders,1
11811,murdered,murders,0
11812,murdered,murder,1
11813,murdered,murderin,0
1653,murderers,murders,0
5656,murderin,murdering,1
6153,murdering,murderin,1
10337,murders,murderers,0
3661,murk,merk,0
960,murkin,murking,1
5292,murking,murkin,1
7973,muscle,muscles,1
10664,muscles,muscle,1
3688,mushroom,shroom,0
4340,mushrooms,shrooms,0
21,music,musics,1
896,musical,mystical,0
11107,musk,tusk,0
2513,musty,dusty,0
10988,muthafucka,mothafucka,0
10989,muthafucka,motherfucka,0
10990,muthafucka,mothafucker,0
10991,muthafucka,muthafuckin,0
10992,muthafucka,muhfucka,0
10993,muthafucka,mothafuckin,0
10994,muthafucka,muthafucker,0
10995,muthafucka,mutha_fucka,1
2456,muthafuckas,mothafuckas,0
2457,muthafuckas,mothafuckers,0
2458,muthafuckas,motherfuckas,0
2459,muthafuckas,muhfuckas,0
2460,muthafuckas,mafuckas,0
8156,muthafucken,mutherfuckin,0
8157,muthafucker,muthafucka,0
8158,muthafucker,muhfucker,0
8159,muthafucker,mothafuckaz,0
8160,muthafucker,mothafucker,0
1621,muthafuckers,mothafuckers,0
1622,muthafuckers,muthafuckas,0
2886,muthafuckin,motherfuckin,0
2887,muthafuckin,mothafuckin,0
2888,muthafuckin,muthafucka,0
2889,muthafuckin,muhfuckin,0
2890,muthafuckin,muthafucking,1
2891,muthafuckin,mothafucking,0
2892,muthafuckin,mothafucka,0
2893,muthafuckin,mothafucker,0
10798,muthafucking,mothafuckin,0
10799,muthafucking,mothafucking,0
10800,muthafucking,muhfuckin,0
10801,muthafucking,muthafuckin,1
78,mutilated,mutated,0
628,mutt,nutt,0
8030,mwin,mwen,0
7790,mystic,mystical,0
8055,mystical,mystic,0
7093,mythical,mystical,0
10171,n_gga,nigga,0
10172,n_gga,n_ggas,1
5783,n_ggas,niggas,0
65,n9ne,n9nes,1
7755,na_na,nana,1
10050,naa,naal,0
1851,naaa,naaaa,0
4691,naaaa,naaa,0
1852,naal,naale,0
1853,naal,naalo,0
11280,naale,naal,0
11281,naale,naalo,0
3817,naalo,naal,0
3818,naalo,naale,0
4826,nach,noch,0
4957,nacho,nachos,1
3044,nachos,nacho,1
4825,nack,knack,0
4339,naega,nega,0
8645,naggin,gagging,0
8646,naggin,gaggin,0
11716,nah_nah,ah_ah,0
2161,nail,tail,0
2832,name,names,1
2833,name,dame,0
2834,name,fame,0
2835,name,game,0
4969,names,name,1
4970,names,lames,0
4971,names,games,0
4972,names,dames,0
4973,names,james,0
6881,nana,naaa,0
6882,nana,na_na,1
6883,nana,naa,0
6880,nann,naan,0
4366,nanny,fanny,0
10051,nap,naps,1
2606,napped,snapped,0
2607,napped,capped,0
10000,naps,nap,1
10001,naps,caps,0
11134,narcos,narco,1
2209,nasha,nashe,0
2207,nashe,nasha,0
6027,nation,nations,1
6025,natural,naturally,0
3683,naturally,natural,0
1764,nazi,nazis,1
5715,nazis,nazi,1
3698,near,fear,0
2765,nearer,clearer,0
7476,neck,necks,1
7849,necks,neck,1
10123,need,needs,1
6472,needin,needing,1
6473,needin,feedin,0
1924,needing,needin,1
1925,needing,seeking,0
1926,needing,feeding,0
4832,needle,needles,1
1903,needs,need,1
1904,needy,neezy,0
10949,negro,nero,0
10588,neighborhood,neighborhoods,1
10589,neighborhood,neighbourhood,0
11270,neighbors,neighbours,0
11271,neighbors,neighbor,1
763,neighbours,neighbors,0
5441,nell,jell,0
9785,nemesis,genesis,0
8426,nena,pena,0
4024,nerd,nerdy,0
2313,nerds,nerd,1
4501,nerve,nerves,1
6482,nerves,nerve,1
1756,nest_pas,ne_pas,0
9571,network,artwork,0
9677,neva,eva,0
4365,never,ever,0
4362,new,news,1
11142,newport,newports,1
5402,newports,newport,1
603,next,text,0
8244,nga,nega,0
3055,ngro,ngros,1
9146,ngros,ngro,1
9147,ngros,gros,0
2654,nice,ice,0
2655,nice,rice,0
7201,nicer_than,whiter_than,0
755,nicest,sickest,0
5010,nichts,nicht,1
2653,nick,rick,0
8711,nickel,nickels,1
4650,nickels,nicks,0
4651,nickels,nickel,1
4652,nickels,nickles,0
4653,nickels,nickle,0
3962,nickle,nickels,0
4948,nickles,nickels,0
4949,nickles,nickle,1
11581,nicks,nickels,0
4418,niece,nieces,1
3492,nieces,niece,1
8788,niga,nga,0
8789,niga,nega,0
11620,nigga,n_gga,0
11621,nigga,niggas,1
972,niggas,n_ggas,0
973,niggas,niggers,0
974,niggas,nigga,1
975,niggas,niggasll,0
5236,niggasll,niggas,0
8183,niggers,niggas,0
907,night,tonight,0
908,night,nights,1
909,night,right,0
910,night,fight,0
911,night,light,0
912,night,sight,0
2436,nighter,nighters,1
1401,nightmare,nightmares,1
5275,nightmares,nightmare,1
8491,nights,night,1
8492,nights,fights,0
8493,nights,flights,0
8494,nights,lights,0
2275,nike,nikes,1
1802,nike_air,nike_airs,1
9826,nike_airs,nike_air,1
9503,nikes,nike,1
6817,nikon,nixon,0
2025,ninas,ninjas,0
4059,nine,nines,1
5520,nine_millimeter,9_millimeter,0
1955,nine_months,six_months,0
7651,nines,nine,1
7404,ninety_five,eighty_five,0
7405,ninety_five,ninety_six,0
4060,ning,ding,0
4061,ning,ping,0
4062,ning,ling,0
5314,ninjas,ninas,0
6885,ninth_grade,6th_grade,0
6886,ninth_grade,9th_grade,0
6887,ninth_grade,sixth_grade,0
6888,ninth_grade,8th_grade,0
6889,ninth_grade,eighth_grade,0
6890,ninth_grade,tenth_grade,0
5669,nipple,nipples,1
11168,nipples,nipple,1
11169,nipples,dimples,0
7026,nizzle,shizzle,0
7027,nizzle,dizzle,0
1542,no_hesitation,hesitation,0
7971,no_sympathy,sympathy,0
847,nobody,anybody,0
848,nobody,nobodys,1
7910,nobody_else,somebody_else,0
2758,nobodys,nobody,1
11674,noch,doch,0
11675,noch,nach,0
11026,noddin,nodding,1
5404,nodding,noddin,1
846,nogen,noget,0
4386,noget,nogen,0
7076,noise,noises,1
1005,nom,nome,0
6460,non_ci,non_mi,0
3580,non_mi,non_ci,0
11507,non_si,non_mi,0
8203,non_stop,nonstop,1
8204,non_stop,wont_stop,0
4697,non_ti,non_mi,0
4698,non_ti,non_ci,0
5357,none,one,0
5358,none,nope,0
6744,nonstop,non_stop,1
1006,noo,nooo,0
8137,noodles,oodles,0
4347,nookie,cookie,0
9121,nooo,noo,0
3218,nooooo,oooooo,0
1366,noooooo,oooooooh,0
1367,noooooo,ooooooo,0
1368,noooooo,wooooooo,0
3421,nope,none,0
10481,normal,formal,0
8584,north_memphis,south_memphis,0
5965,north_side,south_side,0
5966,north_side,northside,1
3253,north_south,dirty_south,0
574,northside,southside,0
575,northside,north_side,1
1438,northwest,southwest,0
4717,nose,noses,1
987,noses,nosed,0
988,nosey,nosy,0
9212,nossa,nosso,0
8395,nosso,nossa,0
6176,nossos,nosso,1
1548,nostra,costra,0
1797,nostril,nostrils,1
851,nostrils,nostril,1
4715,nosy,nosey,0
9013,note,notes,1
3557,notebook,notebooks,1
10101,notebooks,notebook,1
11655,notes,note,1
343,nothin,nuthin,0
344,nothin,nothing,1
9098,nothin_else,nothing_else,0
8573,nothin_less,nothing_less,0
8501,nothing,nothin,1
8502,nothing,anything,0
8761,nothing_else,nothin_else,0
2737,nothing_less,nothin_less,0
10623,nothings,anythings,0
303,notice,noticed,0
4341,noticed,notice,0
3765,notion,emotion,0
2362,nough,enoughs,0
2862,nourish,flourish,0
1731,nous,tous,0
1732,nous,sous,0
10034,novacane,novacaine,0
8173,novocaine,novacaine,0
9292,nowhere,anywhere,0
9293,nowhere,where,0
690,nuclear,nucleus,0
3388,number,numbers,1
1900,numbers,number,1
4974,numros,numro,1
4209,nuns,duns,0
3309,nurse,curse,0
3310,nurse,nurses,1
748,nurses,curses,0
5262,nut,nuts,1
6953,nuthin,nuttin,0
6954,nuthin,nothin,0
6955,nuthin,nuthing,1
5650,nuthing,nathin,0
809,nuts,guts,0
810,nuts,nut,1
10339,nutter,cutter,0
4281,nuttin,nuthin,0
4282,nuttin,nuthing,0
4993,nutting,patting,0
8771,o_clock,oclock,1
8772,o_clock,5_oclock,0
3397,obama,osama,0
3398,obama,obamas,1
1584,observation,preservation,0
3990,observin,observing,1
4448,obtained,ordained,0
4449,obtained,brained,0
980,occur,occurs,1
467,occurs,occur,1
2278,ocean,oceans,1
8593,ocho,oho,0
10057,oclock,o_clock,1
10058,oclock,5_oclock,0
9804,odee,dee,0
713,off,offs,1
9825,offence,offense,0
3892,offend,offends,1
6904,offended,offend,1
6902,offender,offence,0
6903,offender,offense,0
8968,offense,offence,0
4688,offered,ordered,0
4689,offered,offer,1
11272,offerin,bufferin,0
8190,officer,officers,1
6958,officers,offices,0
9164,oh_oh,ohh_ohh,0
9165,oh_oh,ooh_ooh,0
3286,ohh,ohhh,0
3287,ohh,oohh,0
5379,ohh_ohh,ohhhh,0
5380,ohh_ohh,ohhhhh,0
5381,ohh_ohh,ahh_ahh,0
5382,ohh_ohh,ohhh_ohhh,0
5383,ohh_ohh,ohhhhhh,0
5384,ohh_ohh,ooh_ooh,0
7983,ohhh,ohh,0
7984,ohhh,ohhhh,0
7985,ohhh,oohh,0
7986,ohhh,ahhh,0
9049,ohhh_ohhh,ohhh_ohhhh,0
9050,ohhh_ohhh,ohhhhhhhh,0
9051,ohhh_ohhh,ohhhh_ohhhh,0
9052,ohhh_ohhh,ohh_ohh,0
9053,ohhh_ohhh,ohhhhhhh,0
9054,ohhh_ohhh,ohhhhhh,0
3840,ohhh_ohhhh,ohhh_ohhh,0
3841,ohhh_ohhhh,ohhhh_ohhhh,0
2218,ohhhh,ohhhhh,0
2219,ohhhh,ohhh,0
2220,ohhhh,ohh_ohh,0
2221,ohhhh,ohhhhhh,0
2222,ohhhh,ahhhh,0
3563,ohhhh_ohhhh,ohhhhhhh,0
3564,ohhhh_ohhhh,ohhh_ohhh,0
3565,ohhhh_ohhhh,ohhhhhhhh,0
3566,ohhhh_ohhhh,ohhh_ohhhh,0
428,ohhhhh,ohhhh,0
429,ohhhhh,ohh_ohh,0
430,ohhhhh,ohhhhhhh,0
431,ohhhhh,ohhhhhh,0
432,ohhhhh,ahhhhh,0
3571,ohhhhhh,ohhhhhhhh,0
3572,ohhhhhh,ohhhhhhh,0
3573,ohhhhhh,ohhhh,0
3574,ohhhhhh,ohhhhh,0
3575,ohhhhhh,ahhhhh,0
3576,ohhhhhh,ohhh_ohhh,0
3577,ohhhhhh,ohh_ohh,0
654,ohhhhhhh,ohhhh_ohhhh,0
655,ohhhhhhh,ohhhhh,0
656,ohhhhhhh,ohhhhhhhh,0
657,ohhhhhhh,ohhhhhh,0
658,ohhhhhhh,ohhh_ohhh,0
659,ohhhhhhh,ohhh_ohhhh,0
11832,ohhhhhhhh,ohhhhhh,0
11833,ohhhhhhhh,ohhh_ohhh,0
11834,ohhhhhhhh,ohhhh_ohhhh,0
11835,ohhhhhhhh,ohhhhhhh,0
11836,ohhhhhhhh,ohhh_ohhhh,0
6866,ohhhhhhhhh,ohhh_ohhhh,0
7584,oil,boil,0
5155,okey,dokey,0
4817,okwa,kwa,0
4638,old_school,old_schools,1
7006,older,colder,0
212,oldies,oldie,1
6069,olha,olhar,0
864,olhar,olha,0
3093,ollie,collie,0
10603,olmak,olmaz,0
200,olympus,olympic,0
8583,once,one,0
267,one,ones,1
268,one,once,0
269,one,none,0
270,one,gone,0
11761,ones,one,1
266,ong,dong,0
2636,onnnn,onnn,0
2859,oo_oo,oooo,1
2860,oo_oo,ooo_ooo,0
5980,oochie,hoochie,0
2349,oodles,noodles,0
2350,oodles,poodles,0
1342,oogie,boogie,0
4568,ooh,oooh,0
9626,ooh_ah,ooh_ooh,0
3709,ooh_ooh,ohh_ohh,0
3710,ooh_ooh,oooh_oooh,0
3711,ooh_ooh,ooooh,0
3712,ooh_ooh,ooh_ah,0
3713,ooh_ooh,oo_oo,0
3714,ooh_ooh,oooooh,0
3715,ooh_ooh,ooo_ooo,0
4627,oohh,ohhh,0
4628,oohh,oohhh,0
4566,ooo,oooh,0
4567,ooo,oooo,0
6612,ooo_ooo,oooh_oooh,0
6613,ooo_ooo,oo_oo,0
6614,ooo_ooo,ooooooh,0
6615,ooo_ooo,ooooooo,0
6616,ooo_ooo,oooooooh,0
6617,ooo_ooo,ooooo,0
2899,oooh,ooo,0
2900,oooh,ooh,0
2901,oooh,ooooh,0
2902,oooh,oooo,0
2903,oooh,oohh,0
10174,oooh_oooh,ooo_ooo,0
10175,oooh_oooh,ooooooh,0
10176,oooh_oooh,ooh_ooh,0
1596,ooohh,oohhh,0
285,ooohhh,oohhh,0
286,ooohhh,oooohh,0
2895,oooo,oo_oo,1
2896,oooo,ooo,0
2897,oooo,ooooh,0
2898,oooo,oooh,0
8890,ooooh,oooh,0
8891,ooooh,oooooh,0
8892,ooooh,oooo,0
8893,ooooh,ooooooh,0
8894,ooooh,ooh_ooh,0
11752,ooooh_ooooh,oooooooooh,0
6627,ooooo,ooooooo,0
6628,ooooo,ooooooh,0
6629,ooooo,oooooo,0
6630,ooooo,hooooo,0
1618,oooooh,ooooh,0
1619,oooooh,ooooooh,0
230,ooooooh,oooooooh,0
231,ooooooh,wooooooo,0
229,ooooooo,oooooo,0
7463,oooooooh,ooooooh,0
7464,oooooooh,oooooo,0
7465,oooooooh,wooooooo,0
7466,oooooooh,ooooooo,0
7467,oooooooh,oooooooooh,0
4316,ooooooooh,oooooooh,0
4317,ooooooooh,oooooooooh,0
4318,ooooooooh,ooooooh,0
7468,oooooooooh,oooooooh,0
10963,oooooooooooh,oooooooooh,0
6042,open,opens,1
7995,openin,opening,1
2783,opening,openin,1
554,opens,open,1
3202,operations,operating,0
9347,opinion,opinions,1
3045,opinions,opinion,1
11577,opposition,compositions,0
9615,oppress,suppress,0
6941,opps,ops,0
4474,ops,bops,0
4475,ops,opps,0
4476,ops,hops,0
4165,optic,optics,1
8487,optical,optics,0
4945,optics,optic,1
4946,optics,optical,0
9118,optimos,optimo,1
11529,option,options,1
9663,options,option,1
1310,orbit,orbits,1
9552,order,border,0
9553,order,orders,1
9554,order,ordered,0
9555,order,borders,0
1297,ordered,offered,0
7748,orders,workers,0
5046,organ,organs,1
9297,osama,obama,0
7263,oscar,oscars,1
194,osh,kosh,0
9760,other_rappers,these_rappers,0
2884,otra,otro,0
2881,otro,otra,0
341,otto,otro,0
1252,ought,oughta,0
5114,oughta,ought,0
7828,ounce,ounces,1
6838,ounces,ounce,1
2730,our,ours,1
10457,ours,our,1
10458,ours,yours,0
10459,ours,tours,0
10767,ourselves,yourselves,0
9221,outcha,putcha,0
1968,outie,outtie,0
2969,outlaw,outlawz,0
2970,outlaw,outlaws,1
1424,outlaws,outlawz,0
1425,outlaws,outlaw,1
1427,outlawz,outlaws,0
1428,outlawz,outlaw,0
6380,outlined,outline,0
10673,outta,outa,0
5055,outta_jail,county_jail,0
3996,outtie,outie,0
11370,over_seas,overseas,1
495,overboard,overlord,0
9471,overdosed,overdosin,0
4229,overdosin,overdosed,0
955,overflowin,overflowing,1
8301,overflowing,overflowin,1
9392,overlookin,overlooking,1
1131,overseas,over_seas,1
491,overwhelmed,overwhelming,0
3901,ow_ow,wow_wow,0
5834,owe,owed,0
11303,owed,owe,0
11304,owed,owes,0
3450,owen,oben,0
6039,owing,owin,1
5833,owl,owls,1
4313,owns,owes,0
5836,oww,owww,0
1272,owww,oww,0
2445,oxycontin,oxycotton,0
11683,pac,2pac,0
1249,pace,race,0
1250,pace,place,0
1251,pace,space,0
9085,pacers,pagers,0
1156,pacin,pacing,1
1157,pacin,placing,0
3235,pacing,pacin,1
3236,pacing,racing,0
3237,pacing,facing,0
3238,pacing,peaking,0
1254,pack,sack,0
1255,pack,packs,1
1256,pack,rack,0
1257,pack,jack,0
1258,pack,mack,0
6119,package,packages,1
6120,package,packaged,0
6443,packed,stacked,0
6444,packed,shacked,0
6445,packed,sparked,0
6446,packed,racked,0
6447,packed,parked,0
6437,packer,stacker,0
6438,packer,packers,1
6253,packers,packer,1
903,packin,packing,1
904,packin,lackin,0
905,packin,clackin,0
906,packin,jackin,0
2018,packing,packin,1
2019,packing,cocking,0
2020,packing,bucking,0
2021,packing,ducking,0
2022,packing,tucking,0
1503,packs,sacks,0
1504,packs,pack,1
10528,pad,pads,1
7866,paddle,saddle,0
8345,padlock,matlock,0
7199,page,pages,1
7200,page,rage,0
9021,pages,page,1
9022,pages,ages,0
2955,pagin,paging,1
9247,paid_dues,pay_dues,0
4640,pain,pains,1
4641,pain,vain,0
4642,pain,gain,0
4643,pain,rain,0
3596,painful,sinful,0
4828,pains,pain,1
5598,paint,painted,0
5802,painted,paint,1
5803,painted,painter,0
5804,painted,paints,0
11566,paintin,paints,0
11567,paintin,painted,0
6421,painting,paintings,1
4644,pair,pairs,1
468,pairs,pair,1
9223,pajamas,pyjamas,0
9224,pajamas,bahamas,0
6276,palm,palms,1
189,palms,palm,1
10717,pama,pasa,0
8744,pampers,hamper,0
8745,pampers,pamper,1
1326,pancake,pancakes,1
10234,pancakes,pancake,1
11694,panic,manic,0
8527,panky,hanky,0
11772,pants,panties,0
458,paper,papers,1
11194,paper_chase,paper_chasing,0
7020,paper_chasing,paper_chase,0
7021,paper_chasing,paper_chasin,1
2319,papers,paper,1
2320,papers,papes,0
2321,papers,capers,0
7724,para,cara,0
7725,para,pra,0
5500,paralysis,analysis,0
7726,park,parks,1
10387,parkin,parking,1
4331,parkin_lot,parking_lot,0
11394,parking,parkin,1
2153,parking_lot,parkin_lot,0
741,parler,parles,0
5945,parles,parler,0
4276,parlors,parlor,1
8020,parola,parla,0
7730,part,art,0
7731,part,parts,1
7732,part,apart,0
3301,particles,particle,1
7100,partna,patna,0
7101,partna,partner,0
7763,partnas,partners,0
7764,partnas,partna,1
2116,partner,partna,0
2117,partner,partners,1
7150,partners,partnas,0
7151,partners,partner,1
1439,party,partys,1
1440,party,partyin,0
5578,partyin,partying,1
5579,partyin,party,0
6274,partying,partyin,1
3693,partys,party,1
3694,partys,parties,0
1476,pas_les,pas_le,1
8241,passa,passo,0
2334,passage,passages,1
546,passenger_seat,passenger_side,0
4955,passenger_side,passenger_seat,0
11527,passes,classes,0
8229,passi,passo,0
4939,passin,passing,1
4940,passin,gassin,0
5058,passing,passin,1
5059,passing,ashing,0
5060,passing,posting,0
735,passion,passions,1
7148,passo,passi,0
417,past,fast,0
418,past,last,0
642,patch,patches,0
5163,path,paths,1
2165,patience,patient,0
7814,patient,impatient,0
7815,patient,patience,0
7816,patient,patiently,0
4863,patiently,impatiently,0
4864,patiently,patient,0
6463,patiently_waitin,patiently_waiting,1
1652,patiently_waiting,patiently_waitin,1
1859,patna,partna,0
1860,patna,partnas,0
6570,patrn,patron,0
6072,patrollin,patrolling,1
8612,patron,patrn,0
7350,patter,pitter,0
7945,pattern,patterns,1
716,patterns,pattern,1
4148,patties,fatties,0
2091,pave,paved,0
8118,paved,pave,0
3062,pavement,basement,0
6347,paws,jaws,0
10525,pay,pays,1
725,pay_dues,paid_dues,0
7867,payday,mayday,0
3882,payin,paying,1
5474,paying,payin,1
2085,payment,payments,1
1449,payments,payment,1
3820,pays,pay,1
9934,pazzo,cazzo,0
2424,peaking,jerking,0
11745,pealed,peeled,0
1603,pee_pee,dee_dee,0
1604,pee_pee,wee_wee,0
6251,peekin,peeking,1
6252,peekin,peepin,0
1866,peeking,peekin,1
1867,peeking,speeding,0
1868,peeking,peaking,0
918,peel,peels,1
919,peel,peal,0
9711,peeled,pealed,0
4417,peelin,peeling,1
7903,peeling,peelin,1
958,peels,peel,1
2246,peep_hole,peephole,1
5678,peephole,peep_hole,1
5468,peepin,creepin,0
5469,peepin,peeping,1
10245,peeping,peepin,1
10246,peeping,peeking,0
4781,peezy,deezy,0
9562,pega,pela,0
9024,peice,peices,1
5376,peices,peice,1
7812,pela,pelo,0
7813,pela,ela,0
7808,pelo,pela,0
4903,pen,pens,1
4811,pena,pensa,0
11709,pending,sensing,0
11710,pending,lending,0
4430,penetratin,penetrating,1
11512,penitentiary,penitentiaries,0
9418,penning,pennin,1
9419,penning,venting,0
7189,pensa,penso,0
7190,pensa,pensi,0
